244,306,244,294,276,296,276,308	attack.
214,308,214,296,227,296,227,308	yoft
227,308,227,294,244,294,244,308	fthea
453,302,453,293,508,293,508,302	recognition
533,301,533,291,575,291,575,301	attracted
509,292,532,291,533,302,509,302	have
423,291,453,291,453,302,424,302	laction
352,302,352,291,375,291,375,302	time
337,302,337,292,353,292,353,302	sont
575,301,576,291,589,292,588,302	lat-
311,302,312,290,338,291,338,303	tacks
375,302,375,291,403,291,403,302	series
403,302,403,290,424,290,424,302	sand:
10,293,10,283,26,283,26,293	we
250,283,285,283,285,292,251,292	natural
94,284,145,282,145,294,94,296	perceptuals
179,293,179,283,191,283,191,293	to
145,293,145,282,179,282,179,293	studies
192,293,192,282,232,282,232,293	evaluate
65,293,66,281,93,282,93,294	harsh
26,283,65,282,65,292,27,293	conduct
232,294,232,281,250,281,250,294	there
522,287,522,278,573,278,573,287	adversarial
404,287,405,277,466,278,466,288	classification
366,288,366,277,391,277,391,288	such
575,279,587,278,587,287,576,288	lat-
468,277,486,277,486,288,468,289	[19
391,278,403,277,403,287,391,288	as
341,288,341,277,366,277,366,288	tasks
488,289,489,276,506,277,505,290	26,
312,287,312,276,340,277,340,288	based
505,277,521,276,521,288,506,289	,5J,
116,280,116,268,152,269,151,281	>enough
164,279,164,269,204,269,204,279	evaluate
98,269,116,268,117,281,98,282	note
89,279,89,269,99,269,99,279	Cistral
61,279,61,269,89,269,89,279	Balonei
11,279,11,268,61,268,61,280	magnitude:
251,281,252,267,287,268,287,282	kquality,
221,279,221,268,250,269,250,279	attack
153,279,153,269,164,269,164,279	toco
204,279,204,267,221,267,221,279	the:
512,273,512,265,554,265,554,273	common
556,273,556,263,586,263,586,274	vision
456,263,485,263,486,275,456,275	Apart
414,273,414,263,454,263,454,273	attacker.
348,273,348,263,382,263,382,273	known
486,273,486,263,511,263,511,273	from
397,274,397,263,414,263,414,274	the
312,274,312,263,337,263,337,274	sifier
382,274,383,262,396,263,395,276	by
338,274,338,263,348,263,348,274	is
230,256,287,255,287,264,230,265	perturbation
103,266,103,255,144,255,144,266	margins.
185,254,211,254,211,265,185,265	since
148,267,148,255,182,255,182,267	Finally
77,267,77,254,104,254,103,267	large
10,265,10,255,21,255,21,265	of
22,265,22,254,63,254,63,265	FBASARI
62,267,62,254,77,254,77,267	by
210,254,228,253,229,266,211,267	the
379,260,379,249,412,250,412,261	setting
415,250,445,249,446,260,415,261	where
329,260,329,249,361,250,360,261	white-b
565,249,586,248,587,259,565,260	clas-
462,261,462,248,536,249,536,262	efull-knowledged
356,260,356,249,377,249,377,260	e-box
311,260,311,249,329,249,329,260	the
536,261,536,249,549,249,549,261	eoft
445,249,462,248,463,259,446,261	the
548,260,548,248,565,248,565,260	fthe
236,252,236,242,286,242,286,252	superiority
10,242,32,241,32,251,10,252	pare
175,251,175,242,214,242,214,251	showing
128,251,129,240,172,241,172,252	methods
100,251,100,240,126,240,126,251	other
76,240,98,240,99,251,76,252	with
33,240,74,239,74,250,34,250	BASAR
216,239,234,238,234,251,217,252	the
438,242,438,240,442,240,442,242	the
549,246,549,236,589,236,589,246	consider
311,236,344,235,344,246,312,248	plored
522,246,522,235,547,235,547,246	fthem
400,246,400,235,425,235,425,246	tasks
357,245,357,236,397,236,397,245	different
509,235,522,235,522,246,509,246	tof
483,246,483,235,508,235,508,246	Most
458,248,458,234,480,234,480,248	,591.
425,236,458,235,458,246,425,248	11,44,
344,246,344,235,356,235,356,246	lin
261,239,261,229,287,229,287,239	COM-
178,237,178,228,257,229,257,238	comprehensively
87,237,87,227,127,227,127,238	motions.
46,227,84,227,84,237,47,238	skeletal
10,227,31,226,32,239,11,241	ples
33,227,43,226,44,237,34,238	in
154,237,154,226,177,226,176,238	also
133,239,134,224,155,225,154,241	Wear
572,232,572,222,590,223,589,233	ex-
350,233,350,221,382,222,382,233	variety
398,222,448,222,448,230,398,230	adversarial
548,231,548,221,572,221,572,231	been
523,231,523,221,547,221,547,231	have
482,230,482,221,521,222,521,230	methods
451,231,451,221,479,221,479,231	attack
323,232,324,220,348,222,348,234	large
383,221,396,220,397,232,384,233	yofa
262,224,263,214,286,215,286,224	sam-
161,224,161,214,222,214,222,224	commonality
94,224,94,213,140,214,140,225	existence
75,213,93,212,94,224,75,224	the
48,223,49,212,74,212,74,224	time,
9,224,9,212,27,212,27,224	the
238,224,238,211,262,211,262,224	fsuch
225,224,225,212,238,212,238,224	ofs
140,223,140,212,161,212,161,223	and
27,223,27,211,48,212,48,223	first
348,201,401,200,401,209,348,209	White-box
223,200,239,200,239,210,223,211	wc
41,200,57,200,57,209,41,209	on-
401,210,401,199,438,199,438,211	ATTACK
158,210,158,199,194,200,193,211	images
312,211,312,199,338,199,338,211	2.2.1
240,211,240,198,268,198,268,211	show
103,200,143,199,143,210,103,211	samples
56,200,100,199,100,209,57,210	-manifold
10,210,10,198,39,198,39,210	found
194,197,222,197,222,212,195,213	1431,
145,211,145,198,157,198,157,211	in
271,198,288,197,289,209,271,210	for
181,186,212,185,212,195,181,196	recent
109,198,109,185,127,185,127,198	par
215,196,215,185,240,185,240,196	work
154,198,155,184,179,185,179,199	very
10,195,11,184,54,185,54,196	manifold
243,196,243,184,264,184,264,196	that
91,195,91,185,105,185,105,195	On
56,184,82,183,83,197,57,198	1181.
267,195,267,184,288,184,288,195	also
129,196,129,183,153,183,152,197	with
402,189,402,177,441,177,441,189	Attack
336,188,336,178,399,178,399,188	Adversarial
312,189,312,177,335,177,335,189	2.2.
11,173,52,173,52,182,11,182	common
54,173,106,172,106,181,54,181	assumption
244,182,244,171,268,171,268,182	exist
181,172,221,171,222,183,181,184	samples
129,182,129,170,181,170,181,182	tadversarial
220,183,221,170,244,171,243,184	sonly
268,170,286,170,286,182,268,182	toff
108,171,128,170,128,181,108,182	that
214,168,215,157,253,158,253,168	contrast
34,159,49,157,50,168,35,169	on-
258,160,266,159,268,166,259,168	to
153,158,195,157,195,169,153,170	samples,
98,157,149,157,149,167,98,167	adversarial
366,157,402,156,402,168,366,168	lattacks.
271,168,271,156,288,156,288,168	the
49,157,93,157,93,167,49,167	manifold
312,167,312,155,365,156,365,167	adversarial
10,156,30,156,30,167,10,168	find
437,145,484,144,484,154,437,155	successes
246,144,266,143,266,153,246,154	can
104,145,135,144,135,153,104,154	across
193,153,194,142,235,144,234,155	datasets
578,144,589,143,590,153,578,154	to
526,154,526,142,576,143,576,154	vulnerable
485,144,502,143,503,153,486,154	are
234,146,244,142,248,153,238,156	it
52,144,101,143,101,153,52,154	successful
380,153,380,142,434,143,434,154	remarkable
267,153,267,143,288,143,288,153	also
11,143,50,142,50,153,11,154	BASAR
312,143,353,142,353,153,312,154	methods
137,154,137,142,171,142,171,154	models
172,154,173,142,193,142,193,154	and
355,154,355,141,379,142,379,154	with
502,154,502,140,525,140,525,154	still
520,140,520,130,544,130,544,140	teven
179,140,179,130,206,130,206,140	show
431,130,497,130,497,140,431,141	demonstrating
384,140,384,128,428,129,428,140	mcthods,
312,129,350,128,351,140,312,141	state-of-
251,141,251,129,274,129,274,141	only
84,129,113,128,113,141,84,141	tasks.
10,129,50,128,50,140,10,141	targeted
563,140,563,128,589,128,589,140	latest
498,141,498,128,520,128,520,141	gthat
349,140,349,129,384,129,384,140	f-the-art
277,129,288,129,288,140,277,140	is
232,140,232,129,250,129,250,140	not
144,128,177,128,177,140,144,140	results
53,139,53,128,82,129,82,139	attack
544,139,544,129,562,129,562,139	the
209,140,209,128,229,128,229,140	that
120,128,142,127,142,140,120,140	The
382,116,399,116,399,126,382,127	were
217,116,267,116,267,126,217,127	untargeted
555,116,588,116,588,125,555,125	several
540,126,540,115,556,116,555,127	Rons
399,126,399,114,452,115,451,127	extensively
343,126,343,115,381,115,381,126	authors,
140,125,140,116,178,116,178,125	datasets
97,126,97,115,138,115,138,126	multiple
454,116,499,115,499,126,454,126	evaluated
10,126,10,115,26,115,26,126	arti
179,116,190,115,191,125,180,126	in
68,126,69,114,96,116,95,128	using
27,115,66,114,67,126,27,126	methods
500,115,540,114,540,125,500,125	BASAR
326,127,326,114,343,114,343,127	the
311,128,312,114,326,114,325,128	by
269,126,269,114,288,114,288,126	and
191,115,215,114,216,125,192,127	both
97,103,136,102,136,111,97,112	evaluate
311,115,311,101,347,102,347,116	gesting
179,111,179,102,193,102,193,111	Ron
557,111,557,102,589,102,589,111	shared
229,103,266,102,266,110,229,112	state-of-
194,111,195,101,228,102,228,111	several
41,112,41,102,94,102,94,112	extensively
496,112,496,101,510,101,510,112	lon
393,111,393,101,461,104,461,114	limprovements.
527,111,528,100,557,102,556,113	codes
348,103,391,100,392,112,349,115	gotentiali
267,112,267,100,285,101,285,112	f-the-
138,101,178,100,178,111,138,112	BASAR
464,101,495,101,495,112,464,112	Based
23,113,23,100,43,100,43,113	Wee
509,100,527,100,528,112,510,113	the
441,92,447,88,451,94,445,98	to
566,100,567,87,587,88,587,100	sug
311,101,311,87,348,87,348,101	ploring
509,97,510,86,544,87,543,98	attacks
454,88,505,87,505,96,454,97	adversarial
377,88,435,87,435,97,377,98	vulnerability
47,97,47,87,87,87,87,97	reached.
34,98,34,88,45,88,45,98	sis
10,87,34,86,35,97,10,98	tions
349,87,374,86,374,99,349,99	their
545,86,566,86,566,98,545,98	and
18,82,18,73,72,75,72,84	satisfactory
475,84,475,73,513,73,513,85	existing
387,84,387,74,459,74,459,85	complementary
160,74,208,74,208,82,160,83	maximum
573,85,573,74,588,74,588,85	ex-
515,74,555,74,555,83,515,83	research
463,84,463,74,474,74,474,84	to
209,73,247,73,248,84,210,85	number
129,73,142,73,142,84,129,84	lor
75,75,85,74,86,82,76,83	x'
376,82,377,75,384,75,383,82	is
347,73,373,73,373,84,348,85	work
324,84,325,72,347,72,347,85	Our
262,84,262,73,287,73,287,84	itera-
248,84,248,73,260,73,260,84	ofi
99,73,127,72,128,83,99,84	found
557,73,569,73,569,84,557,84	by
141,85,141,71,159,71,159,85	the
88,83,88,73,98,73,98,83	is
227,70,227,58,262,59,262,71	sample
372,69,372,59,410,59,410,70	method.
311,71,311,59,329,59,329,71	yet
105,58,139,58,139,73,105,74	quality
264,70,264,59,287,59,287,70	until
174,69,174,60,225,60,225,69	adversarial
140,71,141,59,156,59,155,71	yoft
40,69,40,59,69,59,69,69	driven
9,70,10,58,38,58,37,70	cuted
328,58,371,58,371,70,329,70	teffective
72,72,72,59,85,59,85,72	by
154,59,171,57,172,69,155,71	fthe
85,58,104,57,105,71,87,72	ythe
529,53,530,49,532,49,532,53	a
264,58,264,47,289,48,288,59	exe-
536,57,536,45,589,45,589,57	lightweight
473,55,473,45,515,47,515,57	resulting
336,46,382,45,382,56,336,56	tsemantics
216,56,216,45,262,46,262,57	iteratively
198,56,198,46,215,46,215,56	are
137,55,137,46,195,46,195,55	sub-routines
515,55,515,46,527,46,527,55	:in
383,56,383,46,395,46,395,56	to
395,45,411,45,411,56,395,56	the
312,57,312,45,335,45,335,57	joint
105,56,106,44,136,45,136,56	above
34,45,79,45,79,55,34,56	manifold.
438,56,438,44,471,45,471,57	Nmodel,
83,44,105,44,105,56,83,57	The
10,55,10,44,32,44,32,55	data
410,56,410,42,439,43,439,56	gccnn
312,31,346,31,346,42,312,43	spatial-t
87,33,134,32,134,42,87,43	projection
392,42,392,32,457,33,456,42	dependencies.
254,32,270,31,270,42,255,43	ton
544,42,544,31,589,31,589,42	introduce
493,43,493,31,506,31,506,43	get
461,31,493,31,493,44,461,44	.Zhang
346,31,389,31,389,42,346,43	temporal
226,31,254,30,255,44,227,46	point
191,42,191,31,225,31,224,42	closest
136,43,136,31,149,31,149,43	to
9,32,22,31,23,43,10,44	or
269,31,288,30,289,42,270,43	the
150,42,150,31,171,31,171,42	find
23,43,24,31,37,32,36,44	by
520,30,543,29,543,44,521,45	158]
506,42,506,31,519,31,519,42	tal.
172,31,189,30,190,42,173,43	the
40,41,40,30,84,31,84,41	manifold
274,30,274,18,289,19,289,31	ox,
10,20,57,19,57,27,10,27	overcome
263,29,263,18,275,18,275,29	to
217,27,217,19,232,19,232,27	tare
154,29,154,18,195,18,195,29	samples
84,27,84,18,121,18,121,27	minima
500,28,501,16,546,18,546,30	capturing
441,29,441,18,481,19,481,29	loperator
367,28,367,18,410,18,410,28	-temporal
333,18,366,18,367,28,334,28	spatial-
232,28,232,18,263,18,263,28	closer
547,18,590,17,590,29,548,30	complex
312,28,312,17,332,17,332,28	fied
195,28,195,17,216,17,216,28	that
122,28,122,17,134,17,134,28	toff
58,18,83,17,84,28,59,29	local
412,28,412,16,439,16,439,28	igcn
134,28,134,17,155,17,155,28	find
482,17,498,17,499,27,482,28	for
217,13,217,5,274,5,274,13	explorations
176,5,214,5,214,14,176,14	TRANDOM
519,12,519,6,557,6,557,12	contains
9,13,10,4,36,5,36,14	close
569,14,569,4,589,4,589,14	uni-
487,5,516,4,516,13,487,14	which
421,6,482,5,482,12,421,13	convolutions,
148,14,148,5,160,5,160,14	,or
68,14,68,4,112,5,112,14	boundary
390,4,419,3,419,14,391,15	graph
335,13,335,3,389,4,389,14	multi-scale
276,13,276,4,288,4,288,13	to
127,16,127,3,148,3,148,16	for
49,13,49,4,66,4,66,13	the
37,5,48,4,49,14,37,14	to
162,15,162,4,174,4,174,15	by
311,4,334,2,335,14,312,15	gled
114,15,114,3,127,3,127,15	yof
